Timestamp, Message, Committer, Added, Removed, File
"1577177780", "Some tidying up of command-line option handling of classifiers  associators  clusterers  and attribute selection. The idea is that the most abstract super class in these class hierarchies calls checkForRemainingOptions() at the end of setOptions(). Sub classes  if they implement setOptions()  should just call super.setOptions() as the last statement in setOptions() and not call checkForRemainingOptions() themselves.  git-svn-id: https://svn.cms.waikato.ac.nz/svn/weka/branches/stable-3-8@15520 e0a1b77d-ad91-4216-81b1-defd5f83fa92  ", "eibe", 7,1,weka/src/main/java/weka/associations/FPGrowth.java
"1577177780", "Some tidying up of command-line option handling of classifiers  associators  clusterers  and attribute selection. The idea is that the most abstract super class in these class hierarchies calls checkForRemainingOptions() at the end of setOptions(). Sub classes  if they implement setOptions()  should just call super.setOptions() as the last statement in setOptions() and not call checkForRemainingOptions() themselves.  git-svn-id: https://svn.cms.waikato.ac.nz/svn/weka/branches/stable-3-8@15520 e0a1b77d-ad91-4216-81b1-defd5f83fa92  ", "eibe", 6,0,weka/src/main/java/weka/associations/SingleAssociatorEnhancer.java
"1577177780", "Some tidying up of command-line option handling of classifiers  associators  clusterers  and attribute selection. The idea is that the most abstract super class in these class hierarchies calls checkForRemainingOptions() at the end of setOptions(). Sub classes  if they implement setOptions()  should just call super.setOptions() as the last statement in setOptions() and not call checkForRemainingOptions() themselves.  git-svn-id: https://svn.cms.waikato.ac.nz/svn/weka/branches/stable-3-8@15520 e0a1b77d-ad91-4216-81b1-defd5f83fa92  ", "eibe", 1,0,weka/src/main/java/weka/attributeSelection/ASEvaluation.java
"1577177780", "Some tidying up of command-line option handling of classifiers  associators  clusterers  and attribute selection. The idea is that the most abstract super class in these class hierarchies calls checkForRemainingOptions() at the end of setOptions(). Sub classes  if they implement setOptions()  should just call super.setOptions() as the last statement in setOptions() and not call checkForRemainingOptions() themselves.  git-svn-id: https://svn.cms.waikato.ac.nz/svn/weka/branches/stable-3-8@15520 e0a1b77d-ad91-4216-81b1-defd5f83fa92  ", "eibe", 1,0,weka/src/main/java/weka/attributeSelection/ASSearch.java
"1577177780", "Some tidying up of command-line option handling of classifiers  associators  clusterers  and attribute selection. The idea is that the most abstract super class in these class hierarchies calls checkForRemainingOptions() at the end of setOptions(). Sub classes  if they implement setOptions()  should just call super.setOptions() as the last statement in setOptions() and not call checkForRemainingOptions() themselves.  git-svn-id: https://svn.cms.waikato.ac.nz/svn/weka/branches/stable-3-8@15520 e0a1b77d-ad91-4216-81b1-defd5f83fa92  ", "eibe", 7,5,weka/src/main/java/weka/attributeSelection/BestFirst.java
"1577177780", "Some tidying up of command-line option handling of classifiers  associators  clusterers  and attribute selection. The idea is that the most abstract super class in these class hierarchies calls checkForRemainingOptions() at the end of setOptions(). Sub classes  if they implement setOptions()  should just call super.setOptions() as the last statement in setOptions() and not call checkForRemainingOptions() themselves.  git-svn-id: https://svn.cms.waikato.ac.nz/svn/weka/branches/stable-3-8@15520 e0a1b77d-ad91-4216-81b1-defd5f83fa92  ", "eibe", 0,2,weka/src/main/java/weka/attributeSelection/CfsSubsetEval.java
"1577177780", "Some tidying up of command-line option handling of classifiers  associators  clusterers  and attribute selection. The idea is that the most abstract super class in these class hierarchies calls checkForRemainingOptions() at the end of setOptions(). Sub classes  if they implement setOptions()  should just call super.setOptions() as the last statement in setOptions() and not call checkForRemainingOptions() themselves.  git-svn-id: https://svn.cms.waikato.ac.nz/svn/weka/branches/stable-3-8@15520 e0a1b77d-ad91-4216-81b1-defd5f83fa92  ", "eibe", 1,7,weka/src/main/java/weka/attributeSelection/ClassifierAttributeEval.java
"1577177780", "Some tidying up of command-line option handling of classifiers  associators  clusterers  and attribute selection. The idea is that the most abstract super class in these class hierarchies calls checkForRemainingOptions() at the end of setOptions(). Sub classes  if they implement setOptions()  should just call super.setOptions() as the last statement in setOptions() and not call checkForRemainingOptions() themselves.  git-svn-id: https://svn.cms.waikato.ac.nz/svn/weka/branches/stable-3-8@15520 e0a1b77d-ad91-4216-81b1-defd5f83fa92  ", "eibe", 0,2,weka/src/main/java/weka/attributeSelection/ClassifierSubsetEval.java
"1577177780", "Some tidying up of command-line option handling of classifiers  associators  clusterers  and attribute selection. The idea is that the most abstract super class in these class hierarchies calls checkForRemainingOptions() at the end of setOptions(). Sub classes  if they implement setOptions()  should just call super.setOptions() as the last statement in setOptions() and not call checkForRemainingOptions() themselves.  git-svn-id: https://svn.cms.waikato.ac.nz/svn/weka/branches/stable-3-8@15520 e0a1b77d-ad91-4216-81b1-defd5f83fa92  ", "eibe", 0,2,weka/src/main/java/weka/attributeSelection/CorrelationAttributeEval.java
"1577177780", "Some tidying up of command-line option handling of classifiers  associators  clusterers  and attribute selection. The idea is that the most abstract super class in these class hierarchies calls checkForRemainingOptions() at the end of setOptions(). Sub classes  if they implement setOptions()  should just call super.setOptions() as the last statement in setOptions() and not call checkForRemainingOptions() themselves.  git-svn-id: https://svn.cms.waikato.ac.nz/svn/weka/branches/stable-3-8@15520 e0a1b77d-ad91-4216-81b1-defd5f83fa92  ", "eibe", 0,2,weka/src/main/java/weka/attributeSelection/GainRatioAttributeEval.java
"1577177780", "Some tidying up of command-line option handling of classifiers  associators  clusterers  and attribute selection. The idea is that the most abstract super class in these class hierarchies calls checkForRemainingOptions() at the end of setOptions(). Sub classes  if they implement setOptions()  should just call super.setOptions() as the last statement in setOptions() and not call checkForRemainingOptions() themselves.  git-svn-id: https://svn.cms.waikato.ac.nz/svn/weka/branches/stable-3-8@15520 e0a1b77d-ad91-4216-81b1-defd5f83fa92  ", "eibe", 7,5,weka/src/main/java/weka/attributeSelection/GreedyStepwise.java
"1577177780", "Some tidying up of command-line option handling of classifiers  associators  clusterers  and attribute selection. The idea is that the most abstract super class in these class hierarchies calls checkForRemainingOptions() at the end of setOptions(). Sub classes  if they implement setOptions()  should just call super.setOptions() as the last statement in setOptions() and not call checkForRemainingOptions() themselves.  git-svn-id: https://svn.cms.waikato.ac.nz/svn/weka/branches/stable-3-8@15520 e0a1b77d-ad91-4216-81b1-defd5f83fa92  ", "eibe", 0,2,weka/src/main/java/weka/attributeSelection/InfoGainAttributeEval.java
"1577177780", "Some tidying up of command-line option handling of classifiers  associators  clusterers  and attribute selection. The idea is that the most abstract super class in these class hierarchies calls checkForRemainingOptions() at the end of setOptions(). Sub classes  if they implement setOptions()  should just call super.setOptions() as the last statement in setOptions() and not call checkForRemainingOptions() themselves.  git-svn-id: https://svn.cms.waikato.ac.nz/svn/weka/branches/stable-3-8@15520 e0a1b77d-ad91-4216-81b1-defd5f83fa92  ", "eibe", 0,2,weka/src/main/java/weka/attributeSelection/OneRAttributeEval.java
"1577177780", "Some tidying up of command-line option handling of classifiers  associators  clusterers  and attribute selection. The idea is that the most abstract super class in these class hierarchies calls checkForRemainingOptions() at the end of setOptions(). Sub classes  if they implement setOptions()  should just call super.setOptions() as the last statement in setOptions() and not call checkForRemainingOptions() themselves.  git-svn-id: https://svn.cms.waikato.ac.nz/svn/weka/branches/stable-3-8@15520 e0a1b77d-ad91-4216-81b1-defd5f83fa92  ", "eibe", 0,2,weka/src/main/java/weka/attributeSelection/PrincipalComponents.java
"1577177780", "Some tidying up of command-line option handling of classifiers  associators  clusterers  and attribute selection. The idea is that the most abstract super class in these class hierarchies calls checkForRemainingOptions() at the end of setOptions(). Sub classes  if they implement setOptions()  should just call super.setOptions() as the last statement in setOptions() and not call checkForRemainingOptions() themselves.  git-svn-id: https://svn.cms.waikato.ac.nz/svn/weka/branches/stable-3-8@15520 e0a1b77d-ad91-4216-81b1-defd5f83fa92  ", "eibe", 7,0,weka/src/main/java/weka/attributeSelection/Ranker.java
"1577177780", "Some tidying up of command-line option handling of classifiers  associators  clusterers  and attribute selection. The idea is that the most abstract super class in these class hierarchies calls checkForRemainingOptions() at the end of setOptions(). Sub classes  if they implement setOptions()  should just call super.setOptions() as the last statement in setOptions() and not call checkForRemainingOptions() themselves.  git-svn-id: https://svn.cms.waikato.ac.nz/svn/weka/branches/stable-3-8@15520 e0a1b77d-ad91-4216-81b1-defd5f83fa92  ", "eibe", 0,2,weka/src/main/java/weka/attributeSelection/ReliefFAttributeEval.java
